SUPP_CODE,SUPP_NAME,BRAND_CODE,BRAND_COD2,BRAND_LINE,LINES,BRANDGROUP,GROUP,MAINGROUP,IB,TGT_QTR1,TGT_QTR2,TGT_QTR3,TGT_QTR4,TRG_TOT,SUP_TRG,RGROUP,TGROUP,RANKGRP,LINEFLAG,PRODUCT,GROUPLINES,BR_LINES,BR_CLASS,ITSUB_TYPE
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0333,0333,SKIN CARE GENERAL,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0336,0336,SKIN CARE-SVELTE,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0337,0337,SKIN CARE-NO AGE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0339,0339,DIOR BRONZE,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0341,0341,EQUITE,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0351,0351,HYDRA STAR,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0360,0360,HYDRA MOVE,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0400,0400,ETHIQUE,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0402,0402,GENERAL,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0403,0403,MAKEUP-,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0100,0100,MISS DIOR,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MISS DIOR/DIORELLA,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0101,0101,DIORISSIMO,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,DIORISSIMO,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0102,0102,DIORELLA,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MISS DIOR/DIORELLA,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0103,0103,DIORESSENCE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MISS DIOR/DIORELLA,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0104,0104,POISON,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,POISON,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0105,0105,DUNE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,DUNE,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0106,0106,TENDRE POISON,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,TENDRE POISON,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0107,0107,DOLCE VITA,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,DOLCE VITA,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0108,0108,DUNE - MENS,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,DUNE - MENS,MEN FRAGRANCES,MEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0109,0109,HYPNOTIC POISON,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,HYPNOTIC POISON,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0110,0110,JADORE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,J'ADORE,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0111,0111,REMEMBER ME,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,REMEMBER ME,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0150,0150,EAU SAUVAGE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,EAU S/E.S.EXTREME/JULES,MEN FRAGRANCES,MEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0151,0151,EAU SAUVAGE EXTREME,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,EAU S/E.S.EXTREME/JULES,MEN FRAGRANCES,MEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0152,0152,JULES,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,EAU S/E.S.EXTREME/JULES,MEN FRAGRANCES,MEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0153,0153,FAHRENHEIT,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,FAHRENHEIT,MEN FRAGRANCES,MEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0160,0160,HIGHER DIOR POUR HOMME,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,HIGHER DIOR POUR HOMME,MEN FRAGRANCES,MEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0161,0161,FOREVER AND EVER,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,FOREVER & EVER,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0200,0200,MAKE UP-EYES,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-EYES,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0211,0211,MAKE UP-FACE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-FACE,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0221,0221,MAKE UP-LIPS (LIPSTICK),,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0222,0222,MAKE UP-LIPS (ROUGE ACCENT),,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0223,0223,MAKE UP-LIPS (LINER+GLOSS),,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0224,0224,MAKE UP-LIPS (GLOSSY LIPSTICK),,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0225,0225,MAKE UP-LIPS (DIORIFIC/INCOR),,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0226,0226,MAKE UP-LIPS DIOREVER LIPSTICK,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0227,0227,MAKE UP LIPS( ROUGE TRANSPARE),,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0231,0231,MAKE UP-NAILS,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-NAILS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0241,0241,TENDRE POISON BATH LINE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,TENDRE POISON,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0311,0311,SKIN CARE-RESULTANTE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,CAPTURE R60/80,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0320,0320,SKIN CARE-CAPTURE RIDES,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,CAPTURE R60/80,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0321,0321,SKIN CARE-CAPTURE-FACE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,CAPTURE R60/80,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0322,0322,SKIN CARE-CAPTURE-EYES,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,CAPTURE R60/80,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0325,0325,SKIN CARE-CLAIRE DE DIOR,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,UV30/C. DE DIOR,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0336,0336,SKIN CARE-SVELTE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,BODY LIGHT,BODY CARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0337,0337,EAU SVELTE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,SVELTE,BODY CARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0339,0339,MASCARA FLASH,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-HAIR,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0341,0341,EQUITE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,EQUITE,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0351,0351,HYDRA STAR,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,HYDRA STAR,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0352,0352,DIOR BRONZE,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,DIOR BRONZE,SUN CARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0363,0363,MODEL BODY,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MODEL BODY,BODY CARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0370,0370,DIORSKIN,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,PROMOTION,PROMOTION,SKINCARE,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0011,0011,MISS DIOR-SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0012,0012,MISS DIOR-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0021,0021,DIORISSIMO-SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0022,0022,DIORISSIMO-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0032,0032,DIORESSENCE-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0041,0041,DIORELLA-SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0042,0042,DIORELLA-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0051,0051,POISON-SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0052,0052,POISON-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0061,0061,TENDRE POISON-SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0062,0062,TENDRE POISON-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0063,0063,TENDER POISON ADVT MATERIALS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0071,0071,DOLCE VITA-SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0072,0072,DOLCE VITA-TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0073,0073,DOLCE VITA-DUMMY,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0074,0074,DOLCE VITA-ADVT. MATERIAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0075,0075,EAU DE DIOR-SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0076,0076,EAU DE DIOR-TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0077,0077,EAU DE DIOR-DUMMY,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0078,0078,EAU DE DIOR-ADV.MATERIALS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0082,0082,HYPNOTIC POISON SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0083,0083,HYPNOTIC POISON ADV.METARIALS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0084,0084,PHENOMEN TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0085,0085,PHENOMEN SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0086,0086,PHENOMEN DUMMIES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0087,0087,PHENOMEN ADV.MATERIALS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0088,0088,FOREVER AND EVER ADVT MAT,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0089,0089,FOREVER & EVER - TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0091,0091,SKIN CARE MODEL LIFT SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0092,0092,SKIN CARE MODEL LIFT TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0093,0093,SKIN CARE MODEL LIFT DUMMY,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0094,0094,SKIN CARE MODEL LIFT ADVT.MAT.,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0101,0101,EAU SAUVAGE-SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0102,0102,EAU SAUVAGE-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0103,0103,EAU SAUVAGE-DUMMY,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0104,0104,EAU SAUVAGE-ADVT MATERIAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0111,0111,EAU SAUVAGE EXT-SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0112,0112,EAU SAUVAGE EXT-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0114,0114,EAU SAUVAGE EXT-ADVT MATERIAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0121,0121,JULES-SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0122,0122,JULES-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
