LOCATION,TYPE,DTE,VOUNO,SUPP_CUSTM,TOTAMOUNT,DISCOUNT,DISC_ADDED,OTHER_CHRG,ORDER_REF,LC_NO,INVNO,EXCH_RATE,LND_RATE,CREDITCODE,SALES_MAN,SPARE,STVDESTIN,ORDTYPE,ORDER_REF2,ENTRYDTE,CLIENT,CARD,ORDER_REF3,ADDRESS,TEL
22,2,1/18/2018,18120047,17-4491,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/18/2018,18120048,17-4491,288,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/16/2018,18130018,,365,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/16/2018,18130019,,278,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/16/2018,18130020,,560,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/18/2018,18130021,,533,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
8,3,1/17/2018,18130005,,160,15,0,0,,,,0,0,1,,,2,1,,,,,,,
16,3,1/21/2018,18130008,,1337,0,0,0,,,JAN/15/18,0,0,1,,,2,1,,,,,,,
16,3,1/21/2018,18130009,,445,0,0,0,,,JAN/17/18,0,0,1,,,2,1,,,,,,,
16,3,1/21/2018,18130010,,901,0,0,0,,,JAN/18/18,0,0,1,,,2,1,,,,,,,
16,3,1/21/2018,18130011,,529,0,0,0,,,JAN/20/18,0,0,1,,,2,1,,,,,,,
22,5,1/22/2018,21810048,,8410,0,0,0,,,,0,0,5,,,6,1,,,,,,,
1,6,1/22/2018,802784,25-120,604.833,0,0,0,,,,0,0,5,,,2,1,,,,,,,
6,5,1/23/2018,21810049,,1080,0,0,0,,,,0,0,5,,,22,1,,,,,,,
1,2,1/24/2018,21810002,30-551,0,0,0,0,,,Y,0,0,5,,,2,1,,,,,,,
1,2,1/24/2018,21810003,30-551,0,0,0,0,,,y,0,0,5,,,2,1,,,,,,,
1,5,1/24/2018,21810050,,11517,0,0,0,,,,0,0,5,,,14,1,,,,,,,
1,5,1/24/2018,21810051,,8250,0,0,0,,,,0,0,5,,,22,1,,,,,,,
1,5,1/24/2018,21810052,,17274,0,0,0,,,,0,0,5,,,22,1,,,,,,,
1,5,1/24/2018,21810053,,3368,0,0,0,,,,0,0,5,,,22,1,,,,,,,
1,5,1/24/2018,21810054,,4200,0,0,0,,,,0,0,5,,,6,1,,,,,,,
16,5,1/25/2018,21810055,,20417,0,0,0,,,,0,0,5,,,1,1,,,,,,,
16,5,1/25/2018,21810056,,5907,0,0,0,,,,0,0,5,,,1,1,,,,,,,
16,5,1/25/2018,21810057,,2544,0,0,0,,,,0,0,5,,,1,1,,,,,,,
1,5,1/25/2018,21810058,,813,0,0,0,,,,0,0,5,,,14,1,,,,,,,
1,5,1/25/2018,21810059,,1972,0,0,0,,,,0,0,5,,,6,1,,,,,,,
1,5,1/25/2018,21810060,,7545,0,0,0,,,,0,0,5,,,19,1,,,,,,,
1,5,1/25/2018,21810061,,0,0,0,0,,,,0,0,5,,,14,1,,,,,,,
1,5,1/25/2018,21810062,,0,0,0,0,,,,0,0,5,,,22,1,,,,,,,
1,5,1/25/2018,21810063,,0,0,0,0,,,,0,0,5,,,6,1,,,,,,,
1,5,1/29/2018,21810064,,0,0,0,0,,,,0,0,5,,,16,1,,,,,,,
1,6,1/29/2018,802788,25-120,1472.511,0,0,0,,,,0,0,5,,,2,1,,,,,,,
1,2,1/29/2018,21810004,20-42,0,0,0,0,,,y,0,0,5,,,2,1,,,,,,,
1,2,1/29/2018,21810005,20-42,0,0,0,0,,,y,0,0,5,,,2,1,,,,,,,
1,7,1/29/2018,8027881,25-120,0,0,0,0,,,,0,0,5,,,2,1,,,,,,,
22,2,1/19/2018,18120049,17-4491,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/19/2018,18120050,17-4491,173,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/19/2018,18120051,17-4491,168,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/19/2018,18120052,17-4491,664,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/19/2018,18120053,17-4491,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/20/2018,18120054,17-4491,1500,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/20/2018,18120055,17-4491,1500,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/20/2018,18120056,17-4491,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/19/2018,18130022,,614,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/20/2018,18130023,,2100,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/22/2018,18120057,17-4491,365,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/22/2018,18120058,17-4491,3000,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/22/2018,18120059,17-4491,3600,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/23/2018,18120060,17-4491,804,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/24/2018,18120061,17-4491,512,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/24/2018,18120062,17-4491,466,0,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/24/2018,18120063,17-4491,516,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/22/2018,18130024,,346,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/22/2018,18130025,,1500,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/24/2018,18130026,,173,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/24/2018,18130027,,332,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/25/2018,18120064,17-4491,168,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/25/2018,18130028,,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/18/2018,18120046,17-449,2132,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/18/2018,18120047,17-449,2132,20,5.6,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/18/2018,18120048,17-449,802,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/18/2018,18120049,17-449,564,15,0.4,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/18/2018,18120050,17-449,540,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/18/2018,18120051,17-449,182,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/19/2018,18120052,17-449,512,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/19/2018,18120053,17-449,800,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/20/2018,18120054,17-449,1616,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/20/2018,18120055,17-449,365,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/20/2018,18120056,17-449,798,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/21/2018,18120057,17-449,540,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/22/2018,18120058,17-449,173,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/22/2018,18120059,17-449,466,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
14,3,1/22/2018,18130008,,173,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,4,1/18/2018,18140008,17-449,2132,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,4,1/19/2018,18140009,17-449,612,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/23/2018,18120060,17-449,168,0,48,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/24/2018,18120061,17-449,799,0,170,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/25/2018,18120062,17-449,804,0,160,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/25/2018,18120063,17-449,1500,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/26/2018,18120064,17-449,169,0,19,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/26/2018,18120065,17-449,540,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/26/2018,18120066,17-449,763,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/27/2018,18120067,17-449,155,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/27/2018,18120068,17-449,365,20,2,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/27/2018,18120069,17-449,1083,20,6.4,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/27/2018,18120070,17-449,1080,0,216,0,,,,0,0,1,,,2,1,,,,,,,
14,3,1/27/2018,18130009,,344,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
14,4,1/27/2018,18140010,17-449,540,20,0,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/21/2018,18120011,17-4523,3836,0,1264,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/21/2018,18120012,17-4523,371,30,0.7,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/22/2018,18120013,17-4523,3112,35,0.8,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/22/2018,18120014,17-4523,2536,35,0.4,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/22/2018,18120015,17-4523,160,0,0,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/22/2018,18120016,17-4523,556,30,0.2,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/22/2018,18120017,17-4523,310,0,45,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/23/2018,18120018,17-4523,433,0,82,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/23/2018,18120019,17-4523,373,30,0.1,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/24/2018,18120020,17-4523,373,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
8,3,1/25/2018,18130006,,225,0,0,0,,,,0,0,1,,,2,1,,,,,,,
19,3,1/22/2018,18130005,,803,0,0,0,,,18130005,0,0,1,,,2,1,,,,,,,
16,3,1/24/2018,18130012,,466,0,0,0,,,JAN/21/18,0,0,1,,,2,1,,,,,,,
16,3,1/24/2018,18130013,,992,0,0,0,,,JAN/22/18,0,0,1,,,2,1,,,,,,,
16,3,1/24/2018,18130014,,556,0,0,0,,,JAN/23/18,0,0,1,,,2,1,,,,,,,
19,3,1/25/2018,18130006,,377,0,0,0,,,18130006,0,0,1,,,2,1,,,,,,,
19,3,1/25/2018,18130007,,556,0,0,0,,,18130007,0,0,1,,,2,1,,,,,,,
19,3,1/25/2018,18130008,,377,0,0,0,,,18130008,0,0,1,,,2,1,,,,,,,
16,3,1/27/2018,18130015,,540,0,0,0,,,JAN/24/18,0,0,1,,,2,1,,,,,,,
16,3,1/27/2018,18130016,,935,0,0,0,,,JAN/25/18,0,0,1,,,2,1,,,,,,,
6,2,1/18/2018,18120011,17-452,200,20,0,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/18/2018,18120012,17-452,173,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/20/2018,18120013,17-452,3142,25,0.5,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/20/2018,18120014,17-452,844,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/21/2018,18120015,17-452,1050,0,210,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/21/2018,18120016,17-452,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/21/2018,18120017,17-452,1160,20,0,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/23/2018,18120018,17-452,769,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/23/2018,18120019,17-452,1571,30,0.7,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/23/2018,18120020,17-452,1051,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/24/2018,18120021,17-452,2318,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/24/2018,18120022,17-452,1739,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/28/2018,18120023,17-452,165,20,0,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/28/2018,18120024,17-452,466,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/29/2018,18120025,17-452,173,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/29/2018,18120026,17-452,659,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/29/2018,18120027,17-452,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
6,3,1/20/2018,18130006,,2195,20,0,0,,,,0,0,1,,,2,1,,,,,,,
6,3,1/24/2018,18130007,,466,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
6,3,1/25/2018,18130008,,512,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
6,4,1/18/2018,18140002,17-452,246,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
6,4,1/21/2018,18140003,17-452,1050,0,210,0,,,,0,0,1,,,2,1,,,,,,,
1,2,1/30/2018,21810006,30-551,0,0,0,0,,,y,0,0,5,,,2,1,,,,,,,
1,2,1/30/2018,21810007,20-42,0,0,0,0,,,y,0,0,5,,,2,1,,,,,,,
6,5,1/31/2018,21810065,,3500,0,0,0,,,,0,0,5,,,8,1,,,,,,,
14,5,1/31/2018,21810066,,5378,0,0,0,,,,0,0,5,,,8,1,,,,,,,
14,5,1/31/2018,21810067,,208,0,0,0,,,,0,0,5,,,8,1,,,,,,,
16,5,1/31/2018,21810068,,3401,0,0,0,,,,0,0,5,,,8,1,,,,,,,
19,5,1/31/2018,21810069,,4245,0,0,0,,,,0,0,5,,,8,1,,,,,,,
22,5,1/31/2018,21810070,,1418,0,0,0,,,,0,0,5,,,8,1,,,,,,,
19,3,1/29/2018,18130009,,590,0,0,0,,,18130009,0,0,1,,,2,1,,,,,,,
22,2,1/26/2018,18120065,17-4491,238,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/26/2018,18120066,17-4491,1500,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/26/2018,18120067,17-4491,1590,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/26/2018,18120068,17-4491,833,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/26/2018,18120069,17-4491,540,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/26/2018,18120070,17-4491,173,0,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/27/2018,18120071,17-4491,2100,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/27/2018,18120072,17-4491,238,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/27/2018,18120073,17-4491,377,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/27/2018,18120074,17-4491,2100,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/27/2018,18120075,17-4491,1500,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/27/2018,18120076,17-4491,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/28/2018,18120077,17-4491,263,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/28/2018,18120078,17-4491,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/29/2018,18120079,17-4491,200,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/29/2018,18120080,17-4491,763,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/29/2018,18120081,17-4491,377,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/29/2018,18120082,17-4491,516,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/26/2018,18130029,,519,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/27/2018,18130030,,659,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
22,4,1/27/2018,18140005,17-4491,2100,20,0,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/27/2018,18120021,17-4523,1897,0,335,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/27/2018,18120022,17-4523,160,0,0,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/27/2018,18120023,17-4523,79,30,0.3,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/28/2018,18120024,17-4523,450,0,0,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/28/2018,18120025,17-4523,210,0,0,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/28/2018,18120026,17-4523,690,30,0,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/29/2018,18120027,17-4523,987,30,0.9,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/29/2018,18120028,17-4523,369,30,0.3,0,,,,0,0,1,,,2,1,,,,,,,
16,3,1/30/2018,18130017,,418,0,0,0,,,JAN/27/18,0,0,1,,,2,1,,,,,,,
16,3,1/30/2018,18130018,,628,0,0,0,,,JAN/28/18,0,0,1,,,2,1,,,,,,,
16,3,1/30/2018,18130019,,898,0,0,0,,,JAN/29/18,0,0,1,,,2,1,,,,,,,
19,3,1/30/2018,18130010,,470,0,0,0,,,18130010,0,0,1,,,2,1,,,,,,,
19,3,1/30/2018,18130011,,704,0,0,0,,,18130011,0,0,1,,,2,1,,,,,,,
19,3,1/30/2018,18130012,,512,0,0,0,,,18130012,0,0,1,,,2,1,,,,,,,
22,2,1/30/2018,18120083,17-4491,259,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/30/2018,18120084,17-4491,608,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/30/2018,18120085,17-4491,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/28/2018,18120071,17-449,166,0,34,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/29/2018,18120072,17-449,208,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/29/2018,18120073,17-449,200,0,42,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/29/2018,18120074,17-449,238,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/29/2018,18120075,17-449,466,0,77,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/29/2018,18120076,17-449,118,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/29/2018,18120077,17-449,466,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/29/2018,18120078,17-449,493,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/30/2018,18120079,17-449,446,0,93,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/30/2018,18120080,17-449,564,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/30/2018,18120081,17-449,824,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
14,3,1/30/2018,18130010,,824,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
14,4,1/30/2018,18140012,17-449,824,20,0.2,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/30/2018,18120029,17-4523,410,20,0,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/30/2018,18120030,17-4523,355,30,35.5,0,,,,0,0,1,,,2,1,,,,,,,
8,3,1/30/2018,18130007,,373,0,75,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/31/2018,18120028,15-1015,1024,35,0,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/31/2018,18120029,15-1015,1024,35,0.6,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/31/2018,18120030,15-1015,365,35,0.25,0,,,,0,0,1,,,2,1,,,,,,,
6,2,1/31/2018,18120031,17-452,263,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
6,3,1/29/2018,18130009,,512,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
6,4,1/31/2018,18140004,15-1015,1024,35,0,0,,,,0,0,1,,,2,1,,,,,,,
19,3,1/31/2018,18130013,,396,0,0,0,,,18130013,0,0,1,,,2,1,,,,,,,
19,3,1/31/2018,18130014,,692,0,0,0,,,18130014,0,0,1,,,2,1,,,,,,,
22,2,1/30/2018,18120086,17-4491,200,0,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/30/2018,18120087,17-4491,400,20,0,0,,,,0,0,1,,,2,1,,,,,,,
22,2,1/31/2018,18120088,17-4491,466,20,0.8,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/31/2018,18130031,,377,20,0.6,0,,,,0,0,1,,,2,1,,,,,,,
22,3,1/31/2018,18130032,,123,20,0.4,0,,,,0,0,1,,,2,1,,,,,,,
22,4,1/31/2018,18140006,17-4491,1050,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/31/2018,18120082,17-449,659,0,132,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/31/2018,18120083,17-449,843,0,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/31/2018,18120084,17-449,4500,20,0,0,,,,0,0,1,,,2,1,,,,,,,
14,2,1/31/2018,18120085,17-449,540,0,54,0,,,,0,0,1,,,2,1,,,,,,,
14,3,1/31/2018,18130011,,614,15,21.9,0,,,,0,0,1,,,2,1,,,,,,,
8,2,1/31/2018,18120031,17-4523,746,30,75.2,0,,,,0,0,1,,,2,1,,,,,,,
16,3,1/31/2018,18130020,,466,0,0,0,,,JAN/30/18,0,0,1,,,2,1,,,,,,,
16,3,1/31/2018,18130021,,173,0,0,0,,,JAN/31/18,0,0,1,,,2,1,,,,,,,
